time	voltage
0.00	-60.00
0.10	-60.01
0.20	-60.02
0.30	-60.03
0.40	-60.05
0.50	-60.06
0.60	-60.07
0.70	-60.08
0.80	-60.09
0.90	-60.10
1.00	-60.11
1.10	-60.12
1.20	-60.13
1.30	-60.14
1.40	-60.15
1.50	-60.16
1.60	-60.17
1.70	-60.18
1.80	-60.20
1.90	-60.21
2.00	-60.22
2.10	-60.23
2.20	-60.24
2.30	-60.25
2.40	-60.26
2.50	-60.27
2.60	-60.28
2.70	-60.29
2.80	-60.30
2.90	-60.31
3.00	-60.32
3.10	-60.33
3.20	-60.33
3.30	-60.34
3.40	-60.35
3.50	-60.36
3.60	-60.37
3.70	-60.38
3.80	-60.39
3.90	-60.40
4.00	-60.41
4.10	-60.42
4.20	-60.43
4.30	-60.44
4.40	-60.45
4.50	-60.46
4.60	-60.46
4.70	-60.47
4.80	-60.48
4.90	-60.49
5.00	-60.50
5.10	-60.51
5.20	-60.52
5.30	-60.53
5.40	-60.53
5.50	-60.54
5.60	-60.55
5.70	-60.56
5.80	-60.57
5.90	-60.58
6.00	-60.59
6.10	-60.59
6.20	-60.60
6.30	-60.61
6.40	-60.62
6.50	-60.63
6.60	-60.63
6.70	-60.64
6.80	-60.65
6.90	-60.66
7.00	-60.67
7.10	-60.67
7.20	-60.68
7.30	-60.69
7.40	-60.70
7.50	-60.70
7.60	-60.71
7.70	-60.72
7.80	-60.73
7.90	-60.74
8.00	-60.74
8.10	-60.75
8.20	-60.76
8.30	-60.77
8.40	-60.77
8.50	-60.78
8.60	-60.79
8.70	-60.79
8.80	-60.80
8.90	-60.81
9.00	-60.82
9.10	-60.82
9.20	-60.83
9.30	-60.84
9.40	-60.84
9.50	-60.85
9.60	-60.86
9.70	-60.87
9.80	-60.87
9.90	-60.88
10.00	-60.89
10.10	-60.89
10.20	-60.90
10.30	-60.91
10.40	-60.91
10.50	-60.92
10.60	-60.93
10.70	-60.93
10.80	-60.94
10.90	-60.95
11.00	-60.95
11.10	-60.96
11.20	-60.96
11.30	-60.97
11.40	-60.98
11.50	-60.98
11.60	-60.99
11.70	-61.00
11.80	-61.00
11.90	-61.01
12.00	-61.01
12.10	-61.02
12.20	-61.03
12.30	-61.03
12.40	-61.04
12.50	-61.04
12.60	-61.05
12.70	-61.06
12.80	-61.06
12.90	-61.07
13.00	-61.07
13.10	-61.08
13.20	-61.09
13.30	-61.09
13.40	-61.10
13.50	-61.10
13.60	-61.11
13.70	-61.11
13.80	-61.12
13.90	-61.13
14.00	-61.13
14.10	-61.14
14.20	-61.14
14.30	-61.15
14.40	-61.15
14.50	-61.16
14.60	-61.16
14.70	-61.17
14.80	-61.18
14.90	-61.18
15.00	-61.19
15.10	-61.19
15.20	-61.20
15.30	-61.20
15.40	-61.21
15.50	-61.21
15.60	-61.22
15.70	-61.22
15.80	-61.23
15.90	-61.23
16.00	-61.24
16.10	-61.24
16.20	-61.25
16.30	-61.25
16.40	-61.26
16.50	-61.26
16.60	-61.27
16.70	-61.27
16.80	-61.28
16.90	-61.28
17.00	-61.29
17.10	-61.29
17.20	-61.30
17.30	-61.30
17.40	-61.31
17.50	-61.31
17.60	-61.31
17.70	-61.32
17.80	-61.32
17.90	-61.33
18.00	-61.33
18.10	-61.34
18.20	-61.34
18.30	-61.35
18.40	-61.35
18.50	-61.36
18.60	-61.36
18.70	-61.36
18.80	-61.37
18.90	-61.37
19.00	-61.38
19.10	-61.38
19.20	-61.39
19.30	-61.39
19.40	-61.40
19.50	-61.40
19.60	-61.40
19.70	-61.41
19.80	-61.41
19.90	-61.42
20.00	-61.42
20.10	-61.42
20.20	-61.43
20.30	-61.43
20.40	-61.44
20.50	-61.44
20.60	-61.44
20.70	-61.45
20.80	-61.45
20.90	-61.46
21.00	-61.46
21.10	-61.46
21.20	-61.47
21.30	-61.47
21.40	-61.48
21.50	-61.48
21.60	-61.48
21.70	-61.49
21.80	-61.49
21.90	-61.50
22.00	-61.50
22.10	-61.50
22.20	-61.51
22.30	-61.51
22.40	-61.51
22.50	-61.52
22.60	-61.52
22.70	-61.53
22.80	-61.53
22.90	-61.53
23.00	-61.54
23.10	-61.54
23.20	-61.54
23.30	-61.55
23.40	-61.55
23.50	-61.55
23.60	-61.56
23.70	-61.56
23.80	-61.56
23.90	-61.57
24.00	-61.57
24.10	-61.57
24.20	-61.58
24.30	-61.58
24.40	-61.58
24.50	-61.59
24.60	-61.59
24.70	-61.59
24.80	-61.60
24.90	-61.60
25.00	-61.60
25.10	-61.61
25.20	-61.61
25.30	-61.61
25.40	-61.62
25.50	-61.62
25.60	-61.62
25.70	-61.63
25.80	-61.63
25.90	-61.63
26.00	-61.64
26.10	-61.64
26.20	-61.64
26.30	-61.65
26.40	-61.65
26.50	-61.65
26.60	-61.65
26.70	-61.66
26.80	-61.66
26.90	-61.66
27.00	-61.67
27.10	-61.67
27.20	-61.67
27.30	-61.68
27.40	-61.68
27.50	-61.68
27.60	-61.68
27.70	-61.69
27.80	-61.69
27.90	-61.69
28.00	-61.70
28.10	-61.70
28.20	-61.70
28.30	-61.70
28.40	-61.71
28.50	-61.71
28.60	-61.71
28.70	-61.71
28.80	-61.72
28.90	-61.72
29.00	-61.72
29.10	-61.73
29.20	-61.73
29.30	-61.73
29.40	-61.73
29.50	-61.74
29.60	-61.74
29.70	-61.74
29.80	-61.74
29.90	-61.75
30.00	-61.75
30.10	-61.75
30.20	-61.75
30.30	-61.76
30.40	-61.76
30.50	-61.76
30.60	-61.76
30.70	-61.77
30.80	-61.77
30.90	-61.77
31.00	-61.77
31.10	-61.78
31.20	-61.78
31.30	-61.78
31.40	-61.78
31.50	-61.79
31.60	-61.79
31.70	-61.79
31.80	-61.79
31.90	-61.80
32.00	-61.80
32.10	-61.80
32.20	-61.80
32.30	-61.80
32.40	-61.81
32.50	-61.81
32.60	-61.81
32.70	-61.81
32.80	-61.82
32.90	-61.82
33.00	-61.82
33.10	-61.82
33.20	-61.82
33.30	-61.83
33.40	-61.83
33.50	-61.83
33.60	-61.83
33.70	-61.84
33.80	-61.84
33.90	-61.84
34.00	-61.84
34.10	-61.84
34.20	-61.85
34.30	-61.85
34.40	-61.85
34.50	-61.85
34.60	-61.85
34.70	-61.86
34.80	-61.86
34.90	-61.86
35.00	-61.86
35.10	-61.86
35.20	-61.87
35.30	-61.87
35.40	-61.87
35.50	-61.87
35.60	-61.87
35.70	-61.88
35.80	-61.88
35.90	-61.88
36.00	-61.88
36.10	-61.88
36.20	-61.89
36.30	-61.89
36.40	-61.89
36.50	-61.89
36.60	-61.89
36.70	-61.90
36.80	-61.90
36.90	-61.90
37.00	-61.90
37.10	-61.90
37.20	-61.90
37.30	-61.91
37.40	-61.91
37.50	-61.91
37.60	-61.91
37.70	-61.91
37.80	-61.91
37.90	-61.92
38.00	-61.92
38.10	-61.92
38.20	-61.92
38.30	-61.92
38.40	-61.93
38.50	-61.93
38.60	-61.93
38.70	-61.93
38.80	-61.93
38.90	-61.93
39.00	-61.94
39.10	-61.94
39.20	-61.94
39.30	-61.94
39.40	-61.94
39.50	-61.94
39.60	-61.95
39.70	-61.95
39.80	-61.95
39.90	-61.95
40.00	-61.95
40.10	-61.95
40.20	-61.95
40.30	-61.96
40.40	-61.96
40.50	-61.96
40.60	-61.96
40.70	-61.96
40.80	-61.96
40.90	-61.97
41.00	-61.97
41.10	-61.97
41.20	-61.97
41.30	-61.97
41.40	-61.97
41.50	-61.97
41.60	-61.98
41.70	-61.98
41.80	-61.98
41.90	-61.98
42.00	-61.98
42.10	-61.98
42.20	-61.98
42.30	-61.99
42.40	-61.99
42.50	-61.99
42.60	-61.99
42.70	-61.99
42.80	-61.99
42.90	-61.99
43.00	-62.00
43.10	-62.00
43.20	-62.00
43.30	-62.00
43.40	-62.00
43.50	-62.00
43.60	-62.00
43.70	-62.00
43.80	-62.01
43.90	-62.01
44.00	-62.01
44.10	-62.01
44.20	-62.01
44.30	-62.01
44.40	-62.01
44.50	-62.02
44.60	-62.02
44.70	-62.02
44.80	-62.02
44.90	-62.02
45.00	-62.02
45.10	-62.02
45.20	-62.02
45.30	-62.03
45.40	-62.03
45.50	-62.03
45.60	-62.03
45.70	-62.03
45.80	-62.03
45.90	-62.03
46.00	-62.03
46.10	-62.03
46.20	-62.04
46.30	-62.04
46.40	-62.04
46.50	-62.04
46.60	-62.04
46.70	-62.04
46.80	-62.04
46.90	-62.04
47.00	-62.04
47.10	-62.05
47.20	-62.05
47.30	-62.05
47.40	-62.05
47.50	-62.05
47.60	-62.05
47.70	-62.05
47.80	-62.05
47.90	-62.05
48.00	-62.06
48.10	-62.06
48.20	-62.06
48.30	-62.06
48.40	-62.06
48.50	-62.06
48.60	-62.06
48.70	-62.06
48.80	-62.06
48.90	-62.07
49.00	-62.07
49.10	-62.07
49.20	-62.07
49.30	-62.07
49.40	-62.07
49.50	-62.07
49.60	-62.07
49.70	-62.07
49.80	-62.07
49.90	-62.08
50.00	-62.08
50.10	-62.08
50.20	-62.08
50.30	-62.08
50.40	-62.08
50.50	-62.08
50.60	-62.08
50.70	-62.08
50.80	-62.08
50.90	-62.08
51.00	-62.09
51.10	-62.09
51.20	-62.09
51.30	-62.09
51.40	-62.09
51.50	-62.09
51.60	-62.09
51.70	-62.09
51.80	-62.09
51.90	-62.09
52.00	-62.09
52.10	-62.10
52.20	-62.10
52.30	-62.10
52.40	-62.10
52.50	-62.10
52.60	-62.10
52.70	-62.10
52.80	-62.10
52.90	-62.10
53.00	-62.10
53.10	-62.10
53.20	-62.10
53.30	-62.11
53.40	-62.11
53.50	-62.11
53.60	-62.11
53.70	-62.11
53.80	-62.11
53.90	-62.11
54.00	-62.11
54.10	-62.11
54.20	-62.11
54.30	-62.11
54.40	-62.11
54.50	-62.11
54.60	-62.12
54.70	-62.12
54.80	-62.12
54.90	-62.12
55.00	-62.12
55.10	-62.12
55.20	-62.12
55.30	-62.12
55.40	-62.12
55.50	-62.12
55.60	-62.12
55.70	-62.12
55.80	-62.12
55.90	-62.13
56.00	-62.13
56.10	-62.13
56.20	-62.13
56.30	-62.13
56.40	-62.13
56.50	-62.13
56.60	-62.13
56.70	-62.13
56.80	-62.13
56.90	-62.13
57.00	-62.13
57.10	-62.13
57.20	-62.13
57.30	-62.14
57.40	-62.14
57.50	-62.14
57.60	-62.14
57.70	-62.14
57.80	-62.14
57.90	-62.14
58.00	-62.14
58.10	-62.14
58.20	-62.14
58.30	-62.14
58.40	-62.14
58.50	-62.14
58.60	-62.14
58.70	-62.14
58.80	-62.14
58.90	-62.15
59.00	-62.15
59.10	-62.15
59.20	-62.15
59.30	-62.15
59.40	-62.15
59.50	-62.15
59.60	-62.15
59.70	-62.15
59.80	-62.15
59.90	-62.15
60.00	-62.15
60.10	-62.15
60.20	-62.15
60.30	-62.15
60.40	-62.15
60.50	-62.16
60.60	-62.16
60.70	-62.16
60.80	-62.16
60.90	-62.16
61.00	-62.16
61.10	-62.16
61.20	-62.16
61.30	-62.16
61.40	-62.16
61.50	-62.16
61.60	-62.16
61.70	-62.16
61.80	-62.16
61.90	-62.16
62.00	-62.16
62.10	-62.16
62.20	-62.16
62.30	-62.16
62.40	-62.17
62.50	-62.17
62.60	-62.17
62.70	-62.17
62.80	-62.17
62.90	-62.17
63.00	-62.17
63.10	-62.17
63.20	-62.17
63.30	-62.17
63.40	-62.17
63.50	-62.17
63.60	-62.17
63.70	-62.17
63.80	-62.17
63.90	-62.17
64.00	-62.17
64.10	-62.17
64.20	-62.17
64.30	-62.17
64.40	-62.18
64.50	-62.18
64.60	-62.18
64.70	-62.18
64.80	-62.18
64.90	-62.18
65.00	-62.18
65.10	-62.18
65.20	-62.18
65.30	-62.18
65.40	-62.18
65.50	-62.18
65.60	-62.18
65.70	-62.18
65.80	-62.18
65.90	-62.18
66.00	-62.18
66.10	-62.18
66.20	-62.18
66.30	-62.18
66.40	-62.18
66.50	-62.18
66.60	-62.19
66.70	-62.19
66.80	-62.19
66.90	-62.19
67.00	-62.19
67.10	-62.19
67.20	-62.19
67.30	-62.19
67.40	-62.19
67.50	-62.19
67.60	-62.19
67.70	-62.19
67.80	-62.19
67.90	-62.19
68.00	-62.19
68.10	-62.19
68.20	-62.19
68.30	-62.19
68.40	-62.19
68.50	-62.19
68.60	-62.19
68.70	-62.19
68.80	-62.19
68.90	-62.19
69.00	-62.19
69.10	-62.19
69.20	-62.20
69.30	-62.20
69.40	-62.20
69.50	-62.20
69.60	-62.20
69.70	-62.20
69.80	-62.20
69.90	-62.20
70.00	-62.20
70.10	-62.20
70.20	-62.20
70.30	-62.20
70.40	-62.20
70.50	-62.20
70.60	-62.20
70.70	-62.20
70.80	-62.20
70.90	-62.20
71.00	-62.20
71.10	-62.20
71.20	-62.20
71.30	-62.20
71.40	-62.20
71.50	-62.20
71.60	-62.20
71.70	-62.20
71.80	-62.20
71.90	-62.20
72.00	-62.20
72.10	-62.21
72.20	-62.21
72.30	-62.21
72.40	-62.21
72.50	-62.21
72.60	-62.21
72.70	-62.21
72.80	-62.21
72.90	-62.21
73.00	-62.21
73.10	-62.21
73.20	-62.21
73.30	-62.21
73.40	-62.21
73.50	-62.21
73.60	-62.21
73.70	-62.21
73.80	-62.21
73.90	-62.21
74.00	-62.21
74.10	-62.21
74.20	-62.21
74.30	-62.21
74.40	-62.21
74.50	-62.21
74.60	-62.21
74.70	-62.21
74.80	-62.21
74.90	-62.21
75.00	-62.21
75.10	-62.21
75.20	-62.21
75.30	-62.21
75.40	-62.21
75.50	-62.22
75.60	-62.22
75.70	-62.22
75.80	-62.22
75.90	-62.22
76.00	-62.22
76.10	-62.22
76.20	-62.22
76.30	-62.22
76.40	-62.22
76.50	-62.22
76.60	-62.22
76.70	-62.22
76.80	-62.22
76.90	-62.22
77.00	-62.22
77.10	-62.22
77.20	-62.22
77.30	-62.22
77.40	-62.22
77.50	-62.22
77.60	-62.22
77.70	-62.22
77.80	-62.22
77.90	-62.22
78.00	-62.22
78.10	-62.22
78.20	-62.22
78.30	-62.22
78.40	-62.22
78.50	-62.22
78.60	-62.22
78.70	-62.22
78.80	-62.22
78.90	-62.22
79.00	-62.22
79.10	-62.22
79.20	-62.22
79.30	-62.22
79.40	-62.22
79.50	-62.22
79.60	-62.22
79.70	-62.22
79.80	-62.23
79.90	-62.23
80.00	-62.23
80.10	-62.23
80.20	-62.23
80.30	-62.23
80.40	-62.23
80.50	-62.23
80.60	-62.23
80.70	-62.23
80.80	-62.23
80.90	-62.23
81.00	-62.23
81.10	-62.23
81.20	-62.23
81.30	-62.23
81.40	-62.23
81.50	-62.23
81.60	-62.23
81.70	-62.23
81.80	-62.23
81.90	-62.23
82.00	-62.23
82.10	-62.23
82.20	-62.23
82.30	-62.23
82.40	-62.23
82.50	-62.23
82.60	-62.23
82.70	-62.23
82.80	-62.23
82.90	-62.23
83.00	-62.23
83.10	-62.23
83.20	-62.23
83.30	-62.23
83.40	-62.23
83.50	-62.23
83.60	-62.23
83.70	-62.23
83.80	-62.23
83.90	-62.23
84.00	-62.23
84.10	-62.23
84.20	-62.23
84.30	-62.23
84.40	-62.23
84.50	-62.23
84.60	-62.23
84.70	-62.23
84.80	-62.23
84.90	-62.23
85.00	-62.23
85.10	-62.23
85.20	-62.24
85.30	-62.24
85.40	-62.24
85.50	-62.24
85.60	-62.24
85.70	-62.24
85.80	-62.24
85.90	-62.24
86.00	-62.24
86.10	-62.24
86.20	-62.24
86.30	-62.24
86.40	-62.24
86.50	-62.24
86.60	-62.24
86.70	-62.24
86.80	-62.24
86.90	-62.24
87.00	-62.24
87.10	-62.24
87.20	-62.24
87.30	-62.24
87.40	-62.24
87.50	-62.24
87.60	-62.24
87.70	-62.24
87.80	-62.24
87.90	-62.24
88.00	-62.24
88.10	-62.24
88.20	-62.24
88.30	-62.24
88.40	-62.24
88.50	-62.24
88.60	-62.24
88.70	-62.24
88.80	-62.24
88.90	-62.24
89.00	-62.24
89.10	-62.24
89.20	-62.24
89.30	-62.24
89.40	-62.24
89.50	-62.24
89.60	-62.24
89.70	-62.24
89.80	-62.24
89.90	-62.24
90.00	-62.24
90.10	-62.24
90.20	-62.24
90.30	-62.24
90.40	-62.24
90.50	-62.24
90.60	-62.24
90.70	-62.24
90.80	-62.24
90.90	-62.24
91.00	-62.24
91.10	-62.24
91.20	-62.24
91.30	-62.24
91.40	-62.24
91.50	-62.24
91.60	-62.24
91.70	-62.24
91.80	-62.24
91.90	-62.24
92.00	-62.24
92.10	-62.24
92.20	-62.24
92.30	-62.24
92.40	-62.24
92.50	-62.24
92.60	-62.24
92.70	-62.24
92.80	-62.25
92.90	-62.25
93.00	-62.25
93.10	-62.25
93.20	-62.25
93.30	-62.25
93.40	-62.25
93.50	-62.25
93.60	-62.25
93.70	-62.25
93.80	-62.25
93.90	-62.25
94.00	-62.25
94.10	-62.25
94.20	-62.25
94.30	-62.25
94.40	-62.25
94.50	-62.25
94.60	-62.25
94.70	-62.25
94.80	-62.25
94.90	-62.25
95.00	-62.25
95.10	-62.25
95.20	-62.25
95.30	-62.25
95.40	-62.25
95.50	-62.25
95.60	-62.25
95.70	-62.25
95.80	-62.25
95.90	-62.25
96.00	-62.25
96.10	-62.25
96.20	-62.25
96.30	-62.25
96.40	-62.25
96.50	-62.25
96.60	-62.25
96.70	-62.25
96.80	-62.25
96.90	-62.25
97.00	-62.25
97.10	-62.25
97.20	-62.25
97.30	-62.25
97.40	-62.25
97.50	-62.25
97.60	-62.25
97.70	-62.25
97.80	-62.25
97.90	-62.25
98.00	-62.25
98.10	-62.25
98.20	-62.25
98.30	-62.25
98.40	-62.25
98.50	-62.25
98.60	-62.25
98.70	-62.25
98.80	-62.25
98.90	-62.25
99.00	-62.25
99.10	-62.25
99.20	-62.25
99.30	-62.25
99.40	-62.25
99.50	-62.25
99.60	-62.25
99.70	-62.25
99.80	-62.25
99.90	-62.25
100.00	-62.25
100.10	-62.14
100.20	-62.02
100.30	-61.91
100.40	-61.79
100.50	-61.68
100.60	-61.56
100.70	-61.45
100.80	-61.34
100.90	-61.22
101.00	-61.11
101.10	-61.00
101.20	-60.89
101.30	-60.78
101.40	-60.67
101.50	-60.56
101.60	-60.45
101.70	-60.34
101.80	-60.23
101.90	-60.12
102.00	-60.01
102.10	-59.90
102.20	-59.79
102.30	-59.68
102.40	-59.58
102.50	-59.47
102.60	-59.36
102.70	-59.26
102.80	-59.15
102.90	-59.05
103.00	-58.94
103.10	-58.84
103.20	-58.73
103.30	-58.63
103.40	-58.52
103.50	-58.42
103.60	-58.32
103.70	-58.21
103.80	-58.11
103.90	-58.01
104.00	-57.91
104.10	-57.81
104.20	-57.70
104.30	-57.60
104.40	-57.50
104.50	-57.40
104.60	-57.30
104.70	-57.20
104.80	-57.10
104.90	-57.01
105.00	-56.91
105.10	-56.81
105.20	-56.71
105.30	-56.61
105.40	-56.52
105.50	-56.42
105.60	-56.32
105.70	-56.23
105.80	-56.13
105.90	-56.04
106.00	-55.94
106.10	-55.85
106.20	-55.75
106.30	-55.66
106.40	-55.56
106.50	-55.47
106.60	-55.38
106.70	-55.28
106.80	-55.19
106.90	-55.10
107.00	-55.01
107.10	-54.92
107.20	-54.82
107.30	-54.73
107.40	-54.64
107.50	-54.55
107.60	-54.46
107.70	-54.37
107.80	-54.28
107.90	-54.20
108.00	-54.11
108.10	-54.02
108.20	-53.93
108.30	-53.84
108.40	-53.76
108.50	-53.67
108.60	-53.58
108.70	-53.50
108.80	-53.41
108.90	-53.33
109.00	-53.24
109.10	-53.15
109.20	-53.07
109.30	-52.99
109.40	-52.90
109.50	-52.82
109.60	-52.74
109.70	-52.65
109.80	-52.57
109.90	-52.49
110.00	-52.40
110.10	-52.32
110.20	-52.24
110.30	-52.16
110.40	-52.08
110.50	-52.00
110.60	-51.92
110.70	-51.84
110.80	-51.76
110.90	-51.68
111.00	-51.60
111.10	-51.52
111.20	-51.44
111.30	-51.37
111.40	-51.29
111.50	-51.21
111.60	-51.13
111.70	-51.06
111.80	-50.98
111.90	-50.90
112.00	-50.83
112.10	-50.75
112.20	-50.68
112.30	-50.60
112.40	-50.53
112.50	-50.45
112.60	-50.38
112.70	-50.31
112.80	-50.23
112.90	-50.16
113.00	-50.09
113.10	-50.01
113.20	-49.94
113.30	-49.87
113.40	-49.80
113.50	-49.73
113.60	-49.65
113.70	-49.58
113.80	-49.51
113.90	-49.44
114.00	-49.37
114.10	-49.30
114.20	-49.23
114.30	-49.16
114.40	-49.09
114.50	-49.03
114.60	-48.96
114.70	-48.89
114.80	-48.82
114.90	-48.75
115.00	-48.68
115.10	-48.62
115.20	-48.55
115.30	-48.48
115.40	-48.42
115.50	-48.35
115.60	-48.28
115.70	-48.22
115.80	-48.15
115.90	-48.09
116.00	-48.02
116.10	-47.96
116.20	-47.89
116.30	-47.83
116.40	-47.76
116.50	-47.70
116.60	-47.64
116.70	-47.57
116.80	-47.51
116.90	-47.44
117.00	-47.38
117.10	-47.32
117.20	-47.26
117.30	-47.19
117.40	-47.13
117.50	-47.07
117.60	-47.01
117.70	-46.95
117.80	-46.88
117.90	-46.82
118.00	-46.76
118.10	-46.70
118.20	-46.64
118.30	-46.58
118.40	-46.52
118.50	-46.46
118.60	-46.40
118.70	-46.34
118.80	-46.28
118.90	-46.22
119.00	-46.16
119.10	-46.10
119.20	-46.04
119.30	-45.98
119.40	-45.92
119.50	-45.86
119.60	-45.80
119.70	-45.74
119.80	-45.68
119.90	-45.62
120.00	-45.56
120.10	-45.50
120.20	-45.45
120.30	-45.39
120.40	-45.33
120.50	-45.27
120.60	-45.21
120.70	-45.15
120.80	-45.09
120.90	-45.03
121.00	-44.98
121.10	-44.92
121.20	-44.86
121.30	-44.80
121.40	-44.74
121.50	-44.68
121.60	-44.62
121.70	-44.57
121.80	-44.51
121.90	-44.45
122.00	-44.39
122.10	-44.33
122.20	-44.27
122.30	-44.21
122.40	-44.15
122.50	-44.09
122.60	-44.03
122.70	-43.97
122.80	-43.91
122.90	-43.85
123.00	-43.79
123.10	-43.73
123.20	-43.67
123.30	-43.61
123.40	-43.55
123.50	-43.49
123.60	-43.42
123.70	-43.36
123.80	-43.30
123.90	-43.24
124.00	-43.17
124.10	-43.11
124.20	-43.05
124.30	-42.98
124.40	-42.92
124.50	-42.85
124.60	-42.78
124.70	-42.72
124.80	-42.65
124.90	-42.58
125.00	-42.51
125.10	-42.44
125.20	-42.37
125.30	-42.30
125.40	-42.23
125.50	-42.16
125.60	-42.09
125.70	-42.01
125.80	-41.94
125.90	-41.86
126.00	-41.78
126.10	-41.70
126.20	-41.62
126.30	-41.54
126.40	-41.46
126.50	-41.38
126.60	-41.29
126.70	-41.20
126.80	-41.11
126.90	-41.02
127.00	-40.93
127.10	-40.83
127.20	-40.73
127.30	-40.63
127.40	-40.52
127.50	-40.42
127.60	-40.31
127.70	-40.19
127.80	-40.07
127.90	-39.95
128.00	-39.82
128.10	-39.69
128.20	-39.55
128.30	-39.40
128.40	-39.25
128.50	-39.09
128.60	-38.92
128.70	-38.74
128.80	-38.55
128.90	-38.35
129.00	-38.13
129.10	-37.90
129.20	-37.64
129.30	-37.36
129.40	-37.05
129.50	-36.71
129.60	-36.32
129.70	-35.87
129.80	-35.36
129.90	-34.75
130.00	-34.01
130.10	-33.08
130.20	-31.86
130.30	-30.18
130.40	-27.65
130.50	-23.42
130.60	-15.44
130.70	-0.18
130.80	17.43
130.90	27.78
131.00	31.59
131.10	31.02
131.20	27.22
131.30	21.02
131.40	13.26
131.50	4.73
131.60	-3.87
131.70	-11.96
131.80	-19.17
131.90	-25.45
132.00	-30.91
132.10	-35.61
132.20	-39.54
132.30	-42.70
132.40	-45.19
132.50	-47.11
132.60	-48.58
132.70	-49.69
132.80	-50.53
132.90	-51.15
133.00	-51.61
133.10	-51.95
133.20	-52.19
133.30	-52.36
133.40	-52.47
133.50	-52.53
133.60	-52.57
133.70	-52.57
133.80	-52.56
133.90	-52.54
134.00	-52.50
134.10	-52.46
134.20	-52.40
134.30	-52.35
134.40	-52.28
134.50	-52.22
134.60	-52.15
134.70	-52.09
134.80	-52.02
134.90	-51.95
135.00	-51.88
135.10	-51.81
135.20	-51.73
135.30	-51.66
135.40	-51.59
135.50	-51.52
135.60	-51.45
135.70	-51.37
135.80	-51.30
135.90	-51.23
136.00	-51.16
136.10	-51.09
136.20	-51.02
136.30	-50.95
136.40	-50.88
136.50	-50.80
136.60	-50.73
136.70	-50.66
136.80	-50.59
136.90	-50.53
137.00	-50.46
137.10	-50.39
137.20	-50.32
137.30	-50.25
137.40	-50.18
137.50	-50.11
137.60	-50.04
137.70	-49.98
137.80	-49.91
137.90	-49.84
138.00	-49.78
138.10	-49.71
138.20	-49.64
138.30	-49.58
138.40	-49.51
138.50	-49.44
138.60	-49.38
138.70	-49.31
138.80	-49.25
138.90	-49.18
139.00	-49.12
139.10	-49.05
139.20	-48.99
139.30	-48.92
139.40	-48.86
139.50	-48.80
139.60	-48.73
139.70	-48.67
139.80	-48.61
139.90	-48.54
140.00	-48.48
140.10	-48.42
140.20	-48.36
140.30	-48.29
140.40	-48.23
140.50	-48.17
140.60	-48.11
140.70	-48.05
140.80	-47.99
140.90	-47.93
141.00	-47.87
141.10	-47.80
141.20	-47.74
141.30	-47.68
141.40	-47.62
141.50	-47.56
141.60	-47.50
141.70	-47.44
141.80	-47.39
141.90	-47.33
142.00	-47.27
142.10	-47.21
142.20	-47.15
142.30	-47.09
142.40	-47.03
142.50	-46.97
142.60	-46.92
142.70	-46.86
142.80	-46.80
142.90	-46.74
143.00	-46.68
143.10	-46.63
143.20	-46.57
143.30	-46.51
143.40	-46.45
143.50	-46.40
143.60	-46.34
143.70	-46.28
143.80	-46.23
143.90	-46.17
144.00	-46.11
144.10	-46.06
144.20	-46.00
144.30	-45.94
144.40	-45.89
144.50	-45.83
144.60	-45.77
144.70	-45.72
144.80	-45.66
144.90	-45.60
145.00	-45.55
145.10	-45.49
145.20	-45.44
145.30	-45.38
145.40	-45.32
145.50	-45.27
145.60	-45.21
145.70	-45.16
145.80	-45.10
145.90	-45.04
146.00	-44.99
146.10	-44.93
146.20	-44.88
146.30	-44.82
146.40	-44.76
146.50	-44.71
146.60	-44.65
146.70	-44.60
146.80	-44.54
146.90	-44.48
147.00	-44.43
147.10	-44.37
147.20	-44.31
147.30	-44.26
147.40	-44.20
147.50	-44.14
147.60	-44.08
147.70	-44.03
147.80	-43.97
147.90	-43.91
148.00	-43.85
148.10	-43.80
148.20	-43.74
148.30	-43.68
148.40	-43.62
148.50	-43.56
148.60	-43.50
148.70	-43.44
148.80	-43.38
148.90	-43.32
149.00	-43.26
149.10	-43.20
149.20	-43.14
149.30	-43.07
149.40	-43.01
149.50	-42.95
149.60	-42.89
149.70	-42.82
149.80	-42.76
149.90	-42.69
150.00	-42.63
150.10	-42.56
150.20	-42.49
150.30	-42.43
150.40	-42.36
150.50	-42.29
150.60	-42.22
150.70	-42.15
150.80	-42.08
150.90	-42.00
151.00	-41.93
151.10	-41.85
151.20	-41.78
151.30	-41.70
151.40	-41.62
151.50	-41.54
151.60	-41.46
151.70	-41.38
151.80	-41.29
151.90	-41.21
152.00	-41.12
152.10	-41.03
152.20	-40.94
152.30	-40.84
152.40	-40.75
152.50	-40.65
152.60	-40.55
152.70	-40.44
152.80	-40.33
152.90	-40.22
153.00	-40.10
153.10	-39.98
153.20	-39.86
153.30	-39.73
153.40	-39.59
153.50	-39.45
153.60	-39.30
153.70	-39.15
153.80	-38.98
153.90	-38.81
154.00	-38.62
154.10	-38.42
154.20	-38.21
154.30	-37.99
154.40	-37.74
154.50	-37.47
154.60	-37.17
154.70	-36.85
154.80	-36.48
154.90	-36.06
155.00	-35.58
155.10	-35.01
155.20	-34.34
155.30	-33.50
155.40	-32.42
